task_name,task_type,priority,duration_minutes,day_of_week,best_time_slot
Sprint Planning,writing,low,152,Monday,Morning
Product Demo,planning,medium,77,Friday,Morning
Product Demo,writing,high,48,Monday,Evening
Sprint Planning,review,low,66,Tuesday,Morning
Documentation,testing,high,176,Wednesday,Afternoon
Database Backup,meeting,low,136,Saturday,Evening
Design Mockup,coding,low,60,Wednesday,Evening
Daily Standup,testing,medium,144,Wednesday,Morning
Bug Fixing,meeting,high,107,Sunday,Evening
Database Backup,meeting,low,121,Wednesday,Evening
Product Demo,planning,medium,23,Monday,Morning
Product Demo,testing,medium,142,Sunday,Afternoon
Client Call,writing,medium,131,Monday,Afternoon
Daily Standup,writing,low,136,Wednesday,Afternoon
Database Backup,meeting,high,56,Tuesday,Evening
Client Call,coding,high,180,Thursday,Evening
Daily Standup,writing,high,81,Thursday,Morning
Client Call,planning,high,24,Saturday,Evening
Team Meeting,testing,high,82,Saturday,Morning
Code Review,meeting,medium,81,Monday,Evening
Sprint Planning,review,medium,48,Thursday,Afternoon
UI Testing,planning,low,132,Wednesday,Afternoon
Sprint Planning,testing,medium,111,Saturday,Morning
Design Mockup,review,medium,90,Tuesday,Afternoon
Documentation,testing,medium,57,Tuesday,Morning
Daily Standup,planning,high,151,Monday,Morning
Daily Standup,meeting,medium,94,Thursday,Afternoon
Code Review,writing,low,56,Wednesday,Evening
Unit Testing,writing,high,93,Tuesday,Afternoon
Database Backup,meeting,low,30,Wednesday,Morning
Unit Testing,planning,low,103,Monday,Evening
Bug Fixing,review,medium,34,Friday,Morning
Bug Fixing,writing,high,62,Wednesday,Morning
Documentation,coding,high,64,Sunday,Evening
Unit Testing,writing,medium,89,Sunday,Afternoon
Documentation,coding,high,148,Thursday,Morning
Product Demo,planning,medium,168,Sunday,Evening
Documentation,planning,high,39,Thursday,Evening
Database Backup,testing,high,60,Friday,Afternoon
Sprint Planning,writing,medium,63,Tuesday,Evening
Client Call,testing,high,146,Sunday,Evening
Documentation,review,high,114,Thursday,Afternoon
Client Call,coding,medium,94,Thursday,Morning
Design Mockup,planning,medium,68,Wednesday,Evening
Sprint Planning,review,low,152,Thursday,Evening
Bug Fixing,testing,medium,153,Tuesday,Evening
Sprint Planning,testing,medium,52,Saturday,Evening
Code Review,review,low,103,Monday,Morning
Bug Fixing,testing,low,83,Monday,Morning
UI Testing,testing,high,51,Wednesday,Evening
UI Testing,testing,low,147,Saturday,Morning
Daily Standup,coding,low,159,Friday,Afternoon
Sprint Planning,review,high,48,Saturday,Afternoon
Sprint Planning,meeting,medium,85,Monday,Evening
Unit Testing,review,low,47,Friday,Evening
Design Mockup,testing,high,52,Monday,Evening
Database Backup,meeting,low,126,Tuesday,Evening
Daily Standup,meeting,low,98,Wednesday,Morning
Unit Testing,coding,medium,116,Saturday,Afternoon
Unit Testing,review,high,170,Monday,Morning
Product Demo,writing,medium,21,Saturday,Afternoon
Unit Testing,writing,medium,137,Monday,Afternoon
Product Demo,writing,low,134,Friday,Morning
Sprint Planning,meeting,low,65,Wednesday,Morning
Documentation,meeting,medium,38,Wednesday,Afternoon
Design Mockup,meeting,low,132,Tuesday,Afternoon
Sprint Planning,review,low,44,Friday,Morning
Daily Standup,coding,medium,55,Tuesday,Morning
Team Meeting,planning,high,93,Saturday,Evening
Database Backup,testing,high,23,Tuesday,Afternoon
Bug Fixing,testing,high,139,Tuesday,Evening
Documentation,testing,low,144,Wednesday,Morning
Client Call,planning,medium,67,Thursday,Morning
Design Mockup,coding,medium,122,Monday,Afternoon
Design Mockup,testing,low,60,Friday,Morning
Team Meeting,coding,low,56,Saturday,Morning
Client Call,review,low,102,Sunday,Afternoon
UI Testing,review,low,134,Thursday,Morning
UI Testing,review,medium,50,Saturday,Afternoon
Bug Fixing,testing,medium,66,Friday,Afternoon
UI Testing,review,low,54,Friday,Morning
Bug Fixing,coding,low,141,Tuesday,Evening
Design Mockup,meeting,high,89,Tuesday,Afternoon
Daily Standup,planning,high,136,Friday,Evening
Database Backup,meeting,high,120,Saturday,Evening
Database Backup,planning,medium,168,Sunday,Evening
Design Mockup,coding,high,139,Wednesday,Morning
Client Call,review,high,71,Wednesday,Evening
Client Call,coding,medium,156,Friday,Evening
Team Meeting,coding,low,59,Friday,Afternoon
Code Review,coding,high,60,Tuesday,Morning
Bug Fixing,coding,high,168,Wednesday,Afternoon
Unit Testing,review,high,28,Friday,Evening
Team Meeting,coding,medium,74,Friday,Evening
Client Call,planning,high,153,Wednesday,Afternoon
Database Backup,meeting,high,28,Sunday,Afternoon
Team Meeting,testing,low,173,Tuesday,Evening
Documentation,writing,low,66,Friday,Afternoon
Bug Fixing,review,low,103,Wednesday,Morning
Client Call,testing,medium,63,Sunday,Evening
Sprint Planning,review,medium,113,Monday,Afternoon
Daily Standup,testing,high,136,Saturday,Morning
Daily Standup,coding,medium,179,Friday,Evening
Sprint Planning,planning,low,112,Thursday,Evening
Sprint Planning,writing,low,133,Saturday,Morning
Daily Standup,planning,high,141,Monday,Morning
Team Meeting,writing,high,58,Monday,Evening
Documentation,meeting,medium,148,Tuesday,Evening
Product Demo,meeting,high,89,Sunday,Morning
Bug Fixing,meeting,medium,126,Thursday,Evening
Bug Fixing,coding,high,76,Tuesday,Morning
Unit Testing,coding,medium,41,Thursday,Morning
Product Demo,meeting,high,25,Wednesday,Morning
Documentation,meeting,medium,149,Friday,Evening
Unit Testing,planning,high,139,Saturday,Afternoon
Bug Fixing,meeting,medium,70,Monday,Evening
Documentation,planning,high,81,Thursday,Evening
Documentation,meeting,medium,153,Monday,Evening
Team Meeting,planning,low,49,Thursday,Evening
Unit Testing,review,medium,53,Tuesday,Morning
Documentation,testing,high,81,Saturday,Afternoon
Design Mockup,meeting,medium,76,Tuesday,Afternoon
Design Mockup,review,low,51,Thursday,Afternoon
Product Demo,review,high,59,Wednesday,Morning
Daily Standup,planning,high,87,Thursday,Afternoon
Documentation,testing,low,49,Wednesday,Morning
UI Testing,meeting,low,23,Monday,Afternoon
Code Review,review,medium,144,Sunday,Afternoon
Team Meeting,testing,medium,174,Sunday,Evening
Design Mockup,coding,medium,58,Friday,Evening
Documentation,meeting,low,83,Sunday,Evening
Database Backup,coding,high,179,Sunday,Afternoon
Database Backup,planning,low,133,Wednesday,Evening
UI Testing,coding,medium,167,Thursday,Afternoon
Documentation,testing,medium,38,Saturday,Evening
Design Mockup,meeting,high,33,Sunday,Afternoon
Daily Standup,writing,medium,75,Sunday,Afternoon
Unit Testing,writing,medium,37,Friday,Afternoon
Design Mockup,meeting,medium,156,Monday,Afternoon
Daily Standup,writing,medium,49,Saturday,Afternoon
Unit Testing,planning,high,84,Wednesday,Morning
Sprint Planning,testing,high,160,Friday,Afternoon
Design Mockup,planning,high,167,Thursday,Evening
Database Backup,coding,low,68,Thursday,Evening
Daily Standup,review,high,103,Wednesday,Morning
Product Demo,coding,low,57,Wednesday,Evening
Sprint Planning,review,low,29,Friday,Morning
Documentation,planning,high,78,Wednesday,Afternoon
Unit Testing,review,medium,85,Friday,Afternoon
Client Call,testing,high,157,Friday,Evening
Database Backup,coding,medium,54,Monday,Evening
Unit Testing,coding,medium,137,Tuesday,Afternoon
UI Testing,planning,high,86,Thursday,Evening
Team Meeting,meeting,low,133,Tuesday,Evening
Documentation,writing,low,156,Tuesday,Afternoon
UI Testing,review,low,177,Wednesday,Evening
Client Call,meeting,high,111,Thursday,Afternoon
Team Meeting,meeting,medium,35,Monday,Afternoon
Sprint Planning,planning,high,167,Monday,Evening
Bug Fixing,coding,high,66,Wednesday,Morning
Team Meeting,testing,high,157,Tuesday,Afternoon
Documentation,testing,low,87,Wednesday,Evening
Code Review,coding,low,104,Friday,Morning
Code Review,planning,medium,76,Saturday,Evening
Product Demo,writing,low,43,Monday,Afternoon
Client Call,meeting,low,47,Saturday,Evening
Design Mockup,coding,medium,119,Tuesday,Evening
Team Meeting,review,medium,88,Friday,Afternoon
Unit Testing,writing,high,106,Thursday,Afternoon
Database Backup,writing,high,69,Thursday,Morning
Product Demo,meeting,medium,133,Saturday,Afternoon
Daily Standup,testing,medium,167,Friday,Afternoon
Unit Testing,writing,low,158,Monday,Morning
Sprint Planning,review,high,46,Tuesday,Morning
Team Meeting,meeting,high,160,Thursday,Afternoon
Daily Standup,coding,medium,39,Tuesday,Evening
Bug Fixing,coding,low,44,Tuesday,Evening
Daily Standup,testing,low,41,Tuesday,Morning
UI Testing,review,high,146,Tuesday,Evening
Client Call,testing,high,45,Tuesday,Evening
Client Call,review,low,127,Saturday,Morning
Design Mockup,review,high,54,Monday,Morning
Client Call,coding,low,178,Sunday,Morning
Client Call,coding,low,161,Thursday,Afternoon
Database Backup,coding,medium,65,Thursday,Afternoon
Daily Standup,review,high,118,Friday,Evening
Client Call,writing,medium,93,Thursday,Afternoon
Database Backup,testing,high,103,Friday,Evening
Documentation,coding,medium,176,Saturday,Evening
UI Testing,coding,low,75,Friday,Afternoon
Documentation,review,medium,50,Thursday,Afternoon
Database Backup,testing,medium,172,Sunday,Afternoon
UI Testing,coding,medium,106,Tuesday,Evening
Product Demo,planning,low,135,Sunday,Evening
Documentation,writing,medium,29,Saturday,Afternoon
Team Meeting,review,medium,78,Saturday,Afternoon
Unit Testing,coding,low,97,Sunday,Morning
UI Testing,coding,high,22,Wednesday,Afternoon
Daily Standup,review,medium,91,Monday,Afternoon
UI Testing,review,high,156,Tuesday,Afternoon
Product Demo,planning,high,78,Friday,Afternoon
Design Mockup,planning,medium,128,Tuesday,Afternoon
Bug Fixing,meeting,low,72,Thursday,Evening
Design Mockup,review,low,171,Tuesday,Afternoon
Database Backup,planning,medium,113,Wednesday,Afternoon
Bug Fixing,coding,low,102,Monday,Afternoon
Client Call,meeting,high,159,Wednesday,Morning
UI Testing,coding,high,97,Wednesday,Afternoon
UI Testing,review,medium,161,Monday,Morning
Code Review,writing,high,38,Thursday,Afternoon
Database Backup,meeting,high,81,Wednesday,Afternoon
Team Meeting,writing,high,122,Saturday,Evening
Unit Testing,review,medium,166,Monday,Evening
Sprint Planning,review,medium,129,Wednesday,Morning
Sprint Planning,writing,medium,113,Thursday,Afternoon
Unit Testing,planning,high,74,Sunday,Afternoon
Documentation,writing,medium,171,Friday,Evening
Team Meeting,meeting,medium,36,Thursday,Afternoon
Unit Testing,writing,low,153,Sunday,Evening
Documentation,planning,low,137,Friday,Morning
Unit Testing,writing,medium,175,Monday,Morning
Design Mockup,meeting,low,25,Tuesday,Evening
Bug Fixing,writing,medium,82,Thursday,Morning
Design Mockup,planning,high,113,Sunday,Evening
Unit Testing,review,medium,60,Wednesday,Evening
Product Demo,planning,high,90,Friday,Afternoon
Daily Standup,meeting,medium,175,Monday,Afternoon
Code Review,review,low,139,Thursday,Morning
Bug Fixing,coding,medium,27,Sunday,Afternoon
Design Mockup,writing,medium,108,Thursday,Afternoon
Daily Standup,writing,medium,126,Monday,Evening
Client Call,testing,high,109,Sunday,Evening
Bug Fixing,meeting,medium,166,Thursday,Morning
Documentation,planning,low,123,Monday,Morning
Client Call,review,low,118,Wednesday,Evening
Design Mockup,writing,medium,166,Monday,Morning
Documentation,coding,low,64,Monday,Evening
Client Call,meeting,low,44,Wednesday,Morning
Design Mockup,planning,low,66,Friday,Evening
Code Review,meeting,medium,31,Friday,Evening
Code Review,planning,low,171,Saturday,Evening
Sprint Planning,meeting,medium,89,Tuesday,Morning
Product Demo,testing,low,100,Sunday,Morning
UI Testing,writing,low,139,Saturday,Evening
Design Mockup,meeting,low,51,Saturday,Evening
Product Demo,writing,medium,77,Sunday,Morning
Product Demo,writing,high,77,Saturday,Evening
Bug Fixing,planning,medium,127,Tuesday,Morning
Design Mockup,writing,low,164,Sunday,Afternoon
Code Review,meeting,high,152,Friday,Evening
Client Call,meeting,low,164,Sunday,Evening
UI Testing,review,high,127,Wednesday,Afternoon
Sprint Planning,coding,low,138,Thursday,Evening
Sprint Planning,review,high,97,Tuesday,Morning
Bug Fixing,writing,medium,150,Thursday,Morning
Team Meeting,meeting,low,25,Saturday,Morning
Design Mockup,testing,high,77,Monday,Afternoon
Unit Testing,planning,low,89,Monday,Evening
UI Testing,meeting,low,127,Monday,Afternoon
Team Meeting,coding,low,38,Friday,Evening
Unit Testing,testing,high,149,Tuesday,Evening
Daily Standup,review,high,72,Wednesday,Morning
Client Call,review,medium,42,Tuesday,Morning
Unit Testing,testing,low,156,Sunday,Afternoon
Bug Fixing,planning,medium,115,Thursday,Morning
Sprint Planning,coding,high,94,Friday,Evening
Sprint Planning,writing,high,33,Wednesday,Afternoon
Database Backup,testing,high,150,Thursday,Afternoon
Bug Fixing,planning,low,58,Thursday,Morning
Sprint Planning,meeting,medium,137,Wednesday,Morning
Bug Fixing,review,low,23,Saturday,Afternoon
Client Call,planning,medium,156,Wednesday,Morning
Design Mockup,coding,high,156,Saturday,Afternoon
Product Demo,coding,high,142,Sunday,Afternoon
Database Backup,writing,high,134,Tuesday,Evening
Product Demo,testing,low,138,Tuesday,Evening
Daily Standup,review,low,156,Monday,Afternoon
Client Call,writing,low,67,Friday,Morning
Documentation,writing,medium,162,Friday,Morning
Bug Fixing,writing,low,85,Tuesday,Afternoon
UI Testing,testing,low,165,Sunday,Afternoon
Bug Fixing,coding,medium,31,Sunday,Afternoon
Sprint Planning,planning,high,122,Tuesday,Afternoon
Design Mockup,planning,high,134,Wednesday,Afternoon
Design Mockup,meeting,high,171,Wednesday,Evening
Product Demo,coding,high,27,Tuesday,Afternoon
Design Mockup,coding,low,140,Saturday,Evening
Unit Testing,writing,low,90,Friday,Evening
UI Testing,testing,medium,66,Wednesday,Evening
UI Testing,meeting,high,114,Thursday,Afternoon
Documentation,meeting,high,102,Saturday,Evening
Team Meeting,meeting,low,115,Tuesday,Afternoon
UI Testing,testing,medium,62,Sunday,Afternoon
Documentation,testing,high,54,Monday,Morning
Documentation,coding,high,94,Saturday,Afternoon
Database Backup,writing,medium,134,Saturday,Evening
Code Review,planning,high,140,Thursday,Afternoon
Bug Fixing,coding,low,99,Saturday,Afternoon
Design Mockup,review,high,156,Saturday,Morning
Bug Fixing,testing,medium,164,Saturday,Afternoon
Code Review,testing,high,158,Friday,Evening
Product Demo,testing,low,55,Tuesday,Afternoon
Team Meeting,meeting,medium,34,Monday,Morning
Code Review,planning,medium,108,Wednesday,Morning
Team Meeting,planning,medium,42,Sunday,Morning
Bug Fixing,planning,low,125,Saturday,Afternoon
Sprint Planning,planning,low,171,Tuesday,Afternoon
Product Demo,planning,low,125,Monday,Afternoon
Sprint Planning,meeting,high,172,Sunday,Morning
Team Meeting,review,low,37,Thursday,Afternoon
Code Review,coding,medium,86,Sunday,Afternoon
Daily Standup,testing,high,60,Saturday,Evening
UI Testing,planning,low,132,Friday,Morning
Client Call,review,high,177,Wednesday,Morning
Daily Standup,coding,high,143,Thursday,Evening
Daily Standup,review,medium,157,Saturday,Evening
Sprint Planning,testing,low,68,Wednesday,Afternoon
Bug Fixing,writing,low,69,Sunday,Evening
Bug Fixing,coding,low,83,Wednesday,Morning
Unit Testing,writing,medium,163,Sunday,Morning
Daily Standup,writing,low,164,Saturday,Evening
Team Meeting,coding,medium,74,Sunday,Evening
Database Backup,planning,medium,89,Thursday,Afternoon
Sprint Planning,testing,high,29,Thursday,Afternoon
Design Mockup,coding,low,109,Monday,Morning
Database Backup,writing,medium,74,Sunday,Evening
Product Demo,planning,medium,41,Monday,Evening
Unit Testing,review,medium,38,Wednesday,Evening
Code Review,coding,high,144,Thursday,Evening
Client Call,review,high,105,Tuesday,Afternoon
Product Demo,testing,medium,75,Saturday,Afternoon
Design Mockup,writing,high,119,Wednesday,Evening
Bug Fixing,writing,low,131,Saturday,Evening
Database Backup,coding,medium,100,Tuesday,Evening
Product Demo,writing,low,175,Tuesday,Morning
Bug Fixing,review,low,77,Tuesday,Morning
Daily Standup,writing,high,133,Saturday,Evening
Unit Testing,planning,high,148,Friday,Morning
UI Testing,meeting,medium,21,Thursday,Afternoon
UI Testing,writing,medium,81,Sunday,Afternoon
UI Testing,review,medium,104,Monday,Evening
UI Testing,meeting,low,112,Friday,Morning
Client Call,review,high,160,Wednesday,Morning
Product Demo,planning,medium,166,Wednesday,Evening
Database Backup,meeting,medium,89,Saturday,Afternoon
Documentation,meeting,low,132,Saturday,Morning
Design Mockup,planning,medium,80,Sunday,Afternoon
Bug Fixing,writing,low,134,Friday,Afternoon
Documentation,planning,medium,180,Friday,Evening
Product Demo,review,low,122,Thursday,Afternoon
Code Review,meeting,high,34,Wednesday,Morning
Bug Fixing,writing,low,83,Saturday,Evening
Database Backup,coding,medium,71,Tuesday,Afternoon
Sprint Planning,coding,medium,105,Sunday,Evening
Documentation,meeting,low,109,Thursday,Evening
Code Review,testing,low,22,Friday,Morning
Client Call,planning,low,102,Saturday,Evening
Code Review,meeting,high,111,Saturday,Morning
Unit Testing,meeting,high,88,Wednesday,Morning
Client Call,testing,medium,67,Wednesday,Afternoon
Team Meeting,testing,high,33,Saturday,Afternoon
Documentation,testing,low,51,Wednesday,Morning
UI Testing,writing,high,174,Wednesday,Afternoon
Sprint Planning,review,high,111,Tuesday,Evening
Sprint Planning,testing,high,84,Saturday,Evening
Client Call,writing,low,128,Monday,Evening
Team Meeting,review,high,147,Sunday,Afternoon
Documentation,planning,high,121,Monday,Evening
